pdf,Title,page,case_No,last_page
i1,"Quality Auto Painting Ctr. of Roselle, Inc. v. State Farm Indem. Co.",978,50,1014.0
i1,Hamot v. Telos Corp.,1015,51,1055.0
i1,Salem Grain Co. v. Consol. Grain & Barge Co.,1056,52,1073.0
i1,Wisconsin v. Indivior Inc. (In re Suboxone (Buprenorphine Hydrochloride & Naloxone) Antitrust Litig.),1074,53,1112.0
i1,"Ixchel Pharma, LLC v. Biogen Inc.",1113,54,1120.0
i1,Valspar Corp. v. E. I. du Pont de Nemours & Co.,1121,55,1150.0
i1,Mahaska Bottling Co. v. PepsiCo Inc.,1151,56,1172.0
i1,S.D. Trust Co. v. Am. Gen. Life Ins. Co.,1173,57,1181.0
i1,"U1IT4Less, Inc. v. FedEx Corp.",1182,58,1194.0
i1,"Healy v. Cox Communs., Inc. (In re Cox Enters.)",1195,59,1218.0
i1,Rimini St. v. Oracle Int'l Corp.,1219,60,1233.0
i1,Hutchins v. Nationstar Mortg. LLC,1234,61,1249.0
i1,"Velasco v. Paccar, Inc.",1250,62,1262.0
i1,Sonterra Capital Master Fund Ltd. v. Credit Suisse Grp. AG,1263,63,1320.0
i1,Ashley Furniture Indus. v. Packaging Corp. of Am.,1321,64,1329.0
i1,In re Packaged Seafood Prods. Antitrust Litig.,1330,65,1357.0
i1,Crye Precision LLC v. Bennettsville Printing,1358,66,1367.0
i1,"Dickson Props., LLC v. Wells Fargo Bank, N.A.",1368,67,1374.0
i1,"First Impressions Salon, Inc. v. Nat'l Milk Producers Fed'n",1375,68,1398.0
i1,"N. Am. Wellness Ctr. Holdings, LLC v. Temecula Valley Real Estate, Inc.",1399,69,1409.0
i1,"Biocad, JSC v. F. Hoffman-La Roche, Ltd.",1410,70,1421.0
i1,"GN Netcom, Inc. v. Plantronics, Inc.",1422,71,1424.0
i1,"Motor Vehicle Software Corp. v. CDK Global, Inc.",1425,72,1432.0
i1,Ukrnafta v. Carpatsky Petro. Corp.,1433,73,1452.0
i1,"Century Aluminum of South Carolina, Inc. v. S.C. Pub. Serv. Auth.",1453,74,1462.0
i1,In re Rail Freight Fuel Surcharge Antitrust Litig.,1463,75,1558.0
i1,"Complete Entm't Res. LLC v. Live Nation Entm't, Inc.",1559,76,1563.0
i1,In re Solodyn (Minocycline Hydrochloride) Antitrust Litig.,1564,77,1588.0
i1,Wisconsin v. Indivior Inc. (In re Suboxone (Buprenorphine Hydrochloride & Naloxone) Antitrust Litig.),1589,78,1607.0
i1,"Cable Line, Inc. v. Comcast Cable Communs. of Pa., Inc.",1608,79,1619.0
i1,Mischnick v. Klopf,1620,80,1628.0
i1,"Novation Ventures, LLC v. J.G. Wentworth Co., LLC",1629,81,1632.0
i1,"Stone v. Ocwen Loan Servicing, LLC",1633,82,1639.0
i1,Picone v. Shire PLC,1640,83,1660.0
i1,"Little Caesar Enters. v. Creative Rest., Inc.",1661,84,1663.0
i1,Udeme Edoho-Eket v. Wayfair.com,1664,85,1668.0
i1,"Boydstun Equip. Mfg., LLC v. Cottrell, Inc.",1669,86,1686.0
i1,Fond Du Lac Bumper Exch. Inc. v. Jui Li Enter. Co.,1687,87,1693.0
i1,Stankevich v. Kaplan,1694,88,1695.0
i1,BascuÃ±Ã¡n v. Elsaca,1696,89,1714.0
i1,Wisconsin v. Indivior Inc. (In re Suboxone (Buprenorphine Hydrochloride & Naloxone) Antitrust Litig.),1715,90,1737.0
i1,P.R. Tel. Co. v. San Juan Cable LLC,1738,91,1747.0
i1,"Winters v. Ocean Spray Cranberries, Inc.",1748,92,1762.0
i1,United Food & Commer. Workers Local 1776 v. Teikoku Pharma USA,1763,93,1813.0
i1,"N. Am. Soccer League, LLC v. United States Soccer Fed'n, Inc.",1814,94,1838.0
i1,"Rimini St., Inc. v. Oracle Int'l Corp.",1839,95,1857.0
i1,In re Qualcomm Litig.,1858,96,1883.0
i1,"TCL Commun. Tech. Holdings, Ltd. v. Telefonaktiebolaget LM Ericsson",1884,97,1943.0
i1,In re Asacol Antitrust Litig.,1944,98,1975.0
i1,In re Broiler Chicken Antitrust Litig.,1976,99,
i10,"Simon & Simon, PC v. Align Tech., Inc.",21,1,31.0
i10,"Impax Labs., Inc. v. FTC",32,2,49.0
i10,"Maxwell Foods, LLC v. Smithfield Foods, Inc.",50,3,53.0
i10,Spinner Consulting LLC v. Stone Point Capital LLC,54,4,56.0
i10,"Brooks v. Bank of Am., N.A.",57,5,62.0
i10,"In re Ahern Rentals, Inc.",63,6,77.0
i10,Agency Y LLC v. DFO Global Performance Commerce Ltd.,78,7,92.0
i10,"Hobart-Mayfield, Inc. v. Nat'l Operating Comm. on Stds. for Ath. Equip.",93,8,104.0
i10,Williams v. Estates LLC,105,9,110.0
i10,"Reveal Chat Holdco LLC v. Facebook, Inc.",111,10,124.0
i10,"Hawthorne Hangar Operations, L.P. v. Hawthorne Airport, LLC",125,11,131.0
i10,"Stewart v. Kodiak Cakes, LLC",132,12,180.0
i10,Back v. GTL,181,13,182.0
i10,"Pittsburgh Logistics Sys. v. Beemac Trucking, LLC",183,14,199.0
i10,"AngioDynamics, Inc. v. C.R. Bard, Inc.",200,15,257.0
i10,Las Vegas Sun v. Adelson,258,16,262.0
i10,In re Glumetza Antitrust Litig.,263,17,287.0
i10,Mehta v. Robinhood Fin. LLC,288,18,302.0
i10,Gorrio v. Francis,303,19,320.0
i10,Edge Sys. LLC v. Ageless Serums LLC,321,20,328.0
i10,"Sheet Metal Workers Local No. 20 Welfare & Ben. Fund v. CVS Pharm., Inc.",329,21,362.0
i10,In re Rail Freight Fuel Surcharge Antitrust Litig. (No. II.),363,22,395.0
i10,"Winn-Dixie Stores, Inc. v. E. Mushroom Mktg. Coop.",396,23,411.0
i10,In re Auto. Parts Antitrust Litig.,412,24,420.0
i10,In re Ranbaxy Generic Drug Application Antitrust Litig.,421,25,439.0
i10,"Acad. of Allergy & Asthma in Primary Care v. Quest Diagnostics, Inc.",440,26,452.0
i10,Texas v. Google LLC,453,27,462.0
i10,Pac. Steel Grp. v. Commercial Metals Co.,463,28,482.0
i10,Cigna Corp. v. Celgene Corp.,483,29,489.0
i10,"Nfinitylink Communs., Inc. v. City of Monticello",490,30,500.0
i10,"O.M. v. Nat'l Women's Soccer League, LLC",501,31,513.0
i10,AlphaCard Sys. LLC v. Fery LLC,514,32,521.0
i10,In re Broiler Chicken Antitrust Litig.,522,33,536.0
i10,"Spectrum Scis., LLC v. Celestron Acquisition, LLC",537,34,557.0
i10,"Facebook, Inc. v. BrandTotal Ltd.",558,35,575.0
i10,In re Opana ER Antitrust Litig.,576,36,603.0
i10,"BHRS Group, LLC v. Brio Water Tech., Inc.",604,37,611.0
i10,Comprehensive Sec. v. Metro. Gov't of Nashville & Davidson Cty.,612,38,619.0
i10,"Winn-Dixie Stores, Inc. v. Eastern Mushroom Mktg. Coop.",620,39,636.0
i10,"1-800 Contacts, Inc. v. FTC",637,40,653.0
i10,In re Lantus Direct Purchaser Antitrust Litig.,654,41,661.0
i10,In re Namenda Indirect Purchaser Antitrust Litig.,662,42,711.0
i10,"Ekbatani v. Cmty. Care Health Network, LLC",712,43,717.0
i10,In re Inclusive Access Course Materials Antitrust Litig.,718,44,730.0
i10,In re Inclusive Access Course Materials Antitrust Litig.,731,45,748.0
i10,"O.M. v. Nat'l Women's Soccer League, LLC",749,46,763.0
i10,NCAA v. Alston,764,47,792.0
i10,Parks v. Ala. Bd. of Pharm.,793,48,801.0
i10,"Reorganized FLI, Inc. v. Williams Cos.",802,49,814.0
i10,"In re EpiPen (Epinephrine Injection, USP) Mktg., Sales Practices and Antitrust Litig.",815,50,920.0
i10,"Always Towing & Recovery, Inc. v. Milwaukee",921,51,932.0
i10,House v. NCAA,933,52,947.0
i10,Miami Prods. & Chem. Co. v. Olin Corp.,948,53,973.0
i10,"FTC v. Facebook, Inc.",974,54,1003.0
i10,"New York v. Facebook, Inc.",1004,55,1042.0
i10,"Multiple Energy Techs., LLC v. Under Armour, Inc.",1043,56,1046.0
i10,"Tyler Techs., Inc. v. Lexur Enters. Inc.",1047,57,1056.0
i10,In re Zantac (Ranitidine) Prods. Liab. Litig.,1057,58,1070.0
i10,In re Google Assistant Privacy Litig.,1071,59,1098.0
i10,Tershakovec v. Ford Motor Co.,1099,60,1128.0
i10,Ticas v. Youssef,1129,61,1134.0
i10,"Marcum v. Columbia Gas Transmission, LLC",1135,62,1148.0
i10,"Siegler v. Sorrento Therapeutics, Inc.",1149,63,1168.0
i10,"SmileDirectClub, LLC v. Battle",1169,64,1187.0
i10,"Yellowcake, Inc. v. Hyphy Music, Inc.",1188,65,1219.0
i10,Mount Wilson FM Broadcasters v. A 1 Elec. Serv. Co.,1220,66,1222.0
i10,"Conrad v. Jimmy John's Franchise, LLC",1223,67,1235.0
i10,"Ni-Q, LLC v. Prolacta Bioscience, Inc.",1236,68,1246.0
i10,Ruiz v. Celsius Holdings,1247,69,1264.0
i10,"Deslandes v. McDonald's USA, LLC",1265,70,1279.0
i10,"Yanagi v. Bank of Am., N.A. (In re Herrero)",1280,71,1300.0
i10,"Yellowcake, Inc. v. Morena Music, Inc.",1301,72,1315.0
i10,"Quadvest, L.P. v. San Jacinto River Auth.",1316,73,1338.0
i10,Agency v. Dfo Global Performance Commerce Ltd.,1339,74,1350.0
i10,"FTC v. Hackensack Meridian Health, Inc.",1351,75,1382.0
i10,"FWK Holdings, LLC v. Merck & Co. (In re Zetia (Ezetimibe) Antitrust Litig.)",1383,76,1395.0
i10,Maralago Cay Homeowners Ass'n v. Mhc Operating,1396,77,1401.0
i10,Young v. Parry,1402,78,1404.0
i10,"Hendershot v. Southern Glazer's Wine & Spirits of Okla., LLLP",1405,79,1422.0
i10,Midwest Renewable Energy v. Archer Daniels Midland Co.,1423,80,1429.0
i10,"Pluspass, Inc. v. Verra Mobility Corp.",1430,81,1442.0
i10,Animal Sci. Prods. v. Hebei Welcome Pharm. Co. (In re Vitamin C Antitrust Litig.),1443,82,1468.0
i10,St. Luke's Hosp. v. ProMedica Health Sys.,1469,83,1481.0
i10,"Dekker v. Vivint Solar, Inc.",1482,84,1484.0
i10,"N. Penn Towns, LP v. Concert Golf Partners, LLC",1485,85,1527.0
i10,Utesch v. Lannett Co.,1528,86,1547.0
i10,In re Xyrem (Sodium Oxybate) Antitrust Litig.,1548,87,1603.0
i10,"Posada v. Cultural Care, Inc.",1604,88,1614.0
i10,Ned Elka v. Anklive V.johnson & Johnson,1615,89,1633.0
i10,"Top Agent Network, Inc. v. Nat'l Ass'n of Realtors",1634,90,1642.0
i10,Meyberg v. City of Santa Cruz,1643,91,1647.0
i10,Rose Ml v. Mazaya United States,1648,92,1649.0
i10,"Edwards Vacuum, LLC v. Hoffman Instrumentation Supply, Inc.",1650,93,1675.0
i10,"Hetronic Int'l, Inc. v. Hetronic Germany GmbH",1676,94,1712.0
i10,In re Glumetza Antitrust Litig.,1713,95,1738.0
i10,"Maxwell Foods, LLC v. Smithfield Foods, Inc.",1739,96,1753.0
i10,Rosenman v. Facebook Inc.,1754,97,1763.0
i10,"Bais Yaakov of Spring Valley v. ACT, Inc.",1764,98,1784.0
i10,Binotti v. Duke Univ.,1785,99,1791.0
i10,Sanborn Library LLC v. Eris Info. Inc.,1792,100,
i2,"Nutrition Distrib., LLC v. S. Sarms, Inc.",21,1,29.0
i2,Intellectual Ventures I LLC v. Capital One Fin. Corp.,30,2,66.0
i2,"Power Analytics Corp. v. Operation Tech., Inc.",67,3,88.0
i2,Ass'n of Am. Physicians & Surgeons v. Am. Bd. of Med. Specialites,89,4,96.0
i2,"Hosp. Auth. of Metro. Gov't v. Momenta Pharms., Inc.",97,5,111.0
i2,FTC v. Sanford Health,112,6,141.0
i2,Hu Honua Bioenergy v. Hawaiian Elec. Indus.,142,7,158.0
i2,"In re EpePen ((Epinephrine Injection, USP) Mktg., Sales Practices and Antitrust Litig.",159,8,181.0
i2,"IQ Dental Supply, Inc. v. Henry Schein, Inc.",182,9,194.0
i2,Helmerich & Payne Int'l Drilling Co. v. Schlumberger Tech. Corp.,195,10,202.0
i2,In re Korean Ramen Antitrust Litig.,203,11,238.0
i2,"Malden Transp., Inc. v. Uber Techs., Inc.",239,12,256.0
i2,Garlington v. Kima,257,13,263.0
i2,"Wyo. Bevs., Inc. v. Core-Mark Int'l, Inc.",264,14,278.0
i2,"Meyer v. Aabaco Small Bus., LLC",279,15,285.0
i2,"Baar v. Jaguar Land Rover N. Am., LLC",286,16,291.0
i2,United States v. Sanchez,292,17,295.0
i2,Imhoff v. Goin,296,18,305.0
i2,Mayes v. Summit Entm't Corp.,306,19,327.0
i2,"Gilmour v. Aetna Health, Inc.",328,20,345.0
i2,"Hu Honua Bioenergy, LLC v. Hawaiian Elec. Co.",346,21,366.0
i2,Dvorak v. St. Clair Cty.,367,22,375.0
i2,"Ixchel Pharma, LLC v. Biogen Inc.",376,23,380.0
i2,LBM Props. LLC v. DirecTV Inc.,381,24,399.0
i2,"GolTV, Inc. v. Fox Sports Latin Am., Ltd.",400,25,424.0
i2,"Hush Hush Sound, Inc. v. H& M Hennes",425,26,432.0
i2,Old Town Util. & Tech. Park v. Mfgr,433,27,443.0
i2,"St. Mary's Med. Ctr., Inc. v. Steel of W. Va., Inc.",444,28,458.0
i2,Seaman v. Duke Univ.,459,29,470.0
i2,"Clean Water Opportunities, Inc. v. Williamette Valley Co.",471,30,480.0
i2,"Roxul USA, Inc. v. Armstrong World Indus.",481,31,492.0
i2,"Steves & Sons, Inc. v. Jeld-Wen, Inc.",493,32,506.0
i2,St. Lawrence Communs. LLC v. Motorola Mobility LLC,507,33,520.0
i2,"Fenner v. GM, LLC (In re Duramax Diesel Litig.)",521,34,568.0
i2,"N. Am. Soccer League, LLC v. United States Soccer Fed'n, Inc.",569,35,582.0
i2,General Nutrition Corp. v. Javaid,583,36,585.0
i2,In re LIBOR-Based Fin. Instruments Antitrust Litig.,586,37,753.0
i2,"Int'l Equip. Trading, Ltd. v. Illumina, Inc.",754,38,762.0
i2,"Cal. Ass'n of Realtors v. PDFfiller, Inc.",763,39,786.0
i2,"Carey & Assocs., P.A. v. Sheriffs & Counties of Cumberland",787,40,791.0
i2,"PEG Bandwith TX, LLC v. Texhoma Fiber, LLC",792,41,801.0
i2,"Inline Packaging, LLC v. Graphic Packaging Int'l, LLC",802,42,833.0
i2,Koppitz v. Chesapeake Energy Corp.,834,43,837.0
i2,"Ne. Farm Sales & Serv. v. Krone, NA Inc.",838,44,843.0
i2,Hogan v. Pilgrim's Pride Corp.,844,45,853.0
i2,"Marion Healthcare, LLC v. S. Ill. Healthcare",854,46,861.0
i2,Contant v. Bank of Am. Corp.,862,47,873.0
i2,"Amphastar Pharms., Inc. v. Momenta Pharms., Inc.",874,48,881.0
i2,In re Certain Carbon & Alloy Steel Prods.,882,49,912.0
i2,Turner v. Va. Dep't of Med. Assistance Servs.,913,50,923.0
i2,In re Niaspan Antitrust Litig.,924,51,926.0
i2,Toranto v. Jaffurs,927,52,950.0
i2,Ragner Tech. Corp. v. Berardi,951,53,968.0
i2,"Innovation Marine Protein, LLC v. Pac. Seafood Grp.",969,54,980.0
i2,Phila. Taxi Ass'n v. Uber Techs.,981,55,995.0
i2,"Cargill, Inc. v. WDS, Inc.",996,56,1018.0
i2,In re Mylan N.V. Sec. Litig.,1019,57,1045.0
i2,In re NCAA Ath. Grant-In-Aid Cap Antitrust Litig.,1046,58,1064.0
i2,Dvorak v. St. Clair Cty.,1065,59,1076.0
i2,San Miguel v. HP Inc.,1077,60,1090.0
i2,"Lenhoff Enters. v. United Talent Agency, Inc.",1091,61,1096.0
i2,"Unigestion Holding, S.A. v. UPM Tech., Inc.",1097,62,1111.0
i2,In re Blue Cross Blue Shield Antitrust Litig.,1112,63,1139.0
i2,Henderson v. MTC Fin. Inc.,1140,64,1144.0
i2,"Safransky v. Fossil Grp., Inc.",1145,65,1164.0
i2,"Sourceone Dental, Inc. v. Patterson Cos., Inc.",1165,66,1181.0
i2,"Dieffenbach v. Barnes & Noble, Inc.",1182,67,1186.0
i2,State v. AstraZeneca AB,1187,68,1198.0
i2,"Branta, LLC v. Newfield Prod. Co.",1199,69,1241.0
i2,Sc Licensing v. 5 Horizons Group,1242,70,1247.0
i2,Ass'n for Accessible Meds. v. Frosh,1248,71,1275.0
i2,Huawei Techs. Co v. Samsung Elecs. Co,1276,72,1289.0
i2,United States ex rel. Millin v. Krause,1290,73,1311.0
i2,Bank Leumi USA v. R&R Food Servs. LLC,1312,74,1319.0
i2,Gomez v. Mort. Elec. Registration Sys.,1320,75,1329.0
i2,"Neptun Light, Inc. v. City of Chi.",1330,76,1335.0
i2,"Daldumyan v. World Fin. Group Ins. Agency, Inc.",1336,77,1359.0
i2,Clary v. State Farm Mut. Auto. Ins. Co.,1360,78,1366.0
i2,"Sumotext Corp. v. Zoove, Inc.",1367,79,1377.0
i2,"Steward Health Care Sys., LLC v. Blue Cross & Blue Shield of R.I.",1378,80,1417.0
i2,Texas v. O.S.T Lounge,1418,81,1420.0
i2,In re NCAA Ath. Grant-In-Aid Cap Antitrust Litig.,1421,82,1431.0
i2,"Helicopter Helmet, LLC v. Gentex Corp.",1432,83,1441.0
i2,"Procurement, LLC v. Ahuja",1442,84,1466.0
i2,"Caldwell Wholesale Co., L.L.C. v. R.J. Reynolds Tobacco Co.",1467,85,1476.0
i2,Chamber of Commerce of the United States v. City of Seattle,1477,86,1504.0
i2,Reibstein v. Rmd Group Llc E-File,1505,87,1508.0
i2,Smith v. McPharlin,1509,88,1524.0
i2,"Authenticom, Inc. v. CDK Global, LLC (In re Dealer Mgmt. Sys. Antitrust Litig.)",1525,89,1560.0
i2,"Cable Line, Inc. v. Comcast Cable Communs. of Pa., Inc.",1561,90,1572.0
i2,Swallow v. Torngren,1573,91,1586.0
i2,United States v. Giraudo,1587,92,1597.0
i2,Boardman v. Pac. Seafood Grp.,1598,93,1611.0
i2,"Mt. Crest SRL, LLC v. Anheuser-Busch InBEV SA/NV",1612,94,1624.0
i2,"Nemickas v. Linn Cty. Anesthesiologists, P.C.",1625,95,1638.0
i2,"Thompson v. 1-800 Contacts, Inc.",1639,96,1653.0
i2,United States v. W.A. Foote Mem. Hosp.,1654,97,1660.0
i2,Conn. Ironworkers Employers' Ass'n v. New Eng. Reg'l Council of Carpenters,1661,98,1675.0
i2,In re Interest Rate Swaps Antitrust Litig.,1676,99,1705.0
i2,"XY, LLC v. Trans Ova Genetics, L.C.",1706,100,
i3,"MacCausland v. Uber Techs., Inc.",21,1,25.0
i3,"Encana Oil & Gas (USA) Inc. v. Zaremba Family Farms, Inc.",26,2,38.0
i3,"Arista Networks, Inc. v. Cisco Sys.",39,3,51.0
i3,In re Processed Egg Prods. Antitrust Litig.,52,4,57.0
i3,"Hodsdon v. Mars, Inc.",58,5,69.0
i3,"Robinson v. Hunger Free Am., Inc.",70,6,75.0
i3,"LABMD, Inc. v. FTC",76,7,95.0
i3,United States v. AT&T Inc.,96,8,169.0
i3,Morton v. Stephenson,170,9,175.0
i3,"Seegert v. Rexall Sundown, Inc.",176,10,183.0
i3,Animal Sci. Prods. v. Hebei Welcome Pharm. Co.,184,11,194.0
i3,"Bijan Nikoopour v. Ocwen Loan Servicing, LLC",195,12,201.0
i3,"FTC v. Actavis, Inc. (In re Androgel Antitrust Litig. (No. II))",202,13,230.0
i3,Xitronix Corp. v. KLA-Tencor Corp.,231,14,238.0
i3,"Malden Transp., Inc. v. Uber Techs., Inc.",239,15,246.0
i3,"Aya Healthcare Servs. v. AMN Healthcare, Inc.",247,16,269.0
i3,John Bean Techs. Corp. v. Morris & Assocs.,270,17,280.0
i3,NYU Hosps. Ctr. v. League of Voluntary Hosps.,281,18,298.0
i3,"SG Interests I, Ltd. v. Kolbenschlag",299,19,309.0
i3,"Ortiz v. Ferrellgas Partners, L.P. (In re Pre -Filled Propane Tank Antitrust Litig.)",310,20,321.0
i3,"Salone v. Bank of Am., N.A.",322,21,329.0
i3,"Deslandes v. McDonald's USA, LLC",330,22,338.0
i3,Ohio v. Am. Express Co.,339,23,370.0
i3,Pro Slab v. Argos United States Corp.,371,24,379.0
i3,FTC v. AbbVie Inc.,380,25,412.0
i3,McGarry & McGarry LLP v. Bankr. Mgmt. Sols.,413,26,417.0
i3,Hackert v. Sutter Med. Found.,418,27,428.0
i3,"MB Realty Grp., Inc. v. Gaston Cty. Bd. of Educ.",429,28,436.0
i3,In re Domestic Drywall Antitrust Litig.,437,29,457.0
i3,"ABG Prime Grp., LLC v. Innovative Salon Prods., LLC",458,30,463.0
i3,"Anderson News, L.L.C. v. Am. Media, Inc.",464,31,489.0
i3,"Avocent Huntsville, LLC v. ZPE Sys., Inc.",490,32,507.0
i3,"K&F Rest. Holdings, Ltd. v. Rouse",508,33,527.0
i3,"Power Analytics Corp. v. Operation Tech., Inc.",528,34,553.0
i3,"Charych v. Siriusware, Inc.",554,35,562.0
i3,"Butler v. Jimmy John's Franchise, LLC",563,36,571.0
i3,Saginaw Cty. v. Stat Emergency Med. Serv.,572,37,585.0
i3,"Osbourne v. Anschutz Entm't Grp., Inc.",586,38,588.0
i3,Alarm Detection Sys. v. Orland Fire Prot. Dist.,589,39,603.0
i3,In re Namenda Direct Purchaser Antitrust Litig.,604,40,662.0
i3,"State v. Fournier Industrie et Sante & Labs. Fournier, S.A.",663,41,674.0
i3,"AngioDynamics, Inc. v. C.R. Bard, Inc.",675,42,683.0
i3,"Arandell Corp. v. Cantera Res., Inc. (In re Western States Wholesale Nat. Gas Antitrust Litig.)",684,43,689.0
i3,Arandell Corp. v. CenterPoint Energy Servs.,690,44,701.0
i3,Gold Medal LLC v. USA Track & Field,702,45,709.0
i3,Dehoog v. Anheuser-Busch InBev SA/NV,710,46,716.0
i3,Pfizer Inc. v. Johnson & Johnson,717,47,725.0
i3,Wortman v. Air New Zealand,726,48,739.0
i3,In re Liquid Aluminum Sulfate Antitrust Litig.,740,49,757.0
i3,"Int'l Equip. Trading, Ltd. v. Illumina, Inc.",758,50,768.0
i3,"Viamedia, Inc. v. Comcast Corp.",769,51,795.0
i3,Veritext Corp. v. Bonin,796,52,801.0
i3,Bray v. Bank of Am. Corp.,802,53,806.0
i3,"In re EpiPen (Epinephrine Injection, USP) Mktg., Sales Practices & Antitrust Litig.",807,54,882.0
i3,In re Lipitor Antitrust Litig.,883,55,905.0
i3,United Food & Commer. Workers Unions & Employers Midwest Health Benefits Fund v. Novartis Pharms. Corp.,906,56,918.0
i3,"23andMe, Inc. v. Ancestry.com DNA, LLC",919,57,942.0
i3,In re SSA Bonds Antitrust Litig.,943,58,953.0
i3,Smith v. Ditech Fin. LLC,954,59,965.0
i3,LifeWatch Servs. v. Highmark Inc.,966,60,982.0
i3,Card v. Ralph Lauren Corp.,983,61,992.0
i3,"Geico Corp. v. Autoliv, Inc.",993,62,1041.0
i3,United States v. Horma,1042,63,1061.0
i3,"Inline Packaging, LLC v. Graphic Packaging Int'l, LLC",1062,64,1087.0
i3,In re Comcast Corp.,1088,65,1104.0
i3,In re Packaged Seafood Prods. Antitrust Litig.,1105,66,1147.0
i3,In re Zetia Ezetimibe Antitrust Litig.,1148,67,1163.0
i3,"Supreme Auto Transp., LLC v. Arcelor Mittal USA, Inc.",1164,68,1172.0
i3,Githieya v. Tel,1173,69,1188.0
i3,"VBS Distrib. v. Nutrivita Labs., Inc.",1189,70,1202.0
i3,Breiding v. Eversource Energy,1203,71,1225.0
i3,FTC v. Tronox Ltd.,1226,72,1256.0
i3,In re Effexor Antitrust Litig.,1257,73,1287.0
i3,Beyer v. Symantec Corp.,1288,74,1302.0
i3,"Laboratoires Majorelle SAS v. Apricus Biosciences, Inc.",1303,75,1310.0
i3,"DeSoto Cab Co. v. Uber Techs., Inc.",1311,76,1326.0
i3,Hansen v. Marin Gen. Hosp.,1327,77,1340.0
i3,"Northshore Sheet Metal, Inc. v. Sheet Metal Workers Int'l Ass'n, Local 66",1341,78,1351.0
i3,"Huawei Techs., Co v. Samsung Elecs. Co",1352,79,1408.0
i3,Zendejas v. Redman,1409,80,1418.0
i3,Humphrey v. GlaxoSmithKline PLC,1419,81,1440.0
i3,"Chaiwong v. Hanlees Fremont, Inc.",1441,82,1446.0
i3,In re Qualcomm Antitrust Litig.,1447,83,1484.0
i3,"Iowa Pub. Emples. Ret. Sys. v. Merrill Lynch, Pierce, Fenner & Smith Inc.",1485,84,1521.0
i3,2301 M Cinema LLC v. Silver Cinemas Acquisiton Co.,1522,85,1532.0
i3,"V5 Techs., LLC v. Switch, Ltd.",1533,86,1540.0
i3,FTC v. Wilh. Wilhelmsen Holding ASA,1541,87,1570.0
i3,Mylan Pharms. v. Celgene Corp.,1571,88,1599.0
i3,Indus. Bank of Korea v. Asi Corp.,1600,89,1619.0
i3,Nat'l Prescription Opiate Litig. v. Purdue Pharma L.P. (In re Nat'l Prescription Opiate Litig.),1620,90,1686.0
i3,"Steves & Sons, Inc. v. Jeld-Wen, Inc.",1687,91,1734.0
i3,"Hoglund v. Charter Communs., Inc.",1735,92,1739.0
i3,Ashton Woods Holdings LLC v. USG Corp. (In re Domestic Drywall Antitrust Litig.),1740,93,1744.0
i3,Dealer Mgmt. Sys. Antitrust Litig. v. CDK Global,1745,94,1763.0
i3,"Counts v. GM, LLC",1764,95,1778.0
i3,In re Lantus Direct Purchaser Antitrust Litig.,1779,96,1792.0
i3,Contant v. Bank of Am. Corp.,1793,97,1809.0
i3,"Ellison v. Am. Bd. of Orthopaedic Surgery, Inc.",1810,98,1815.0
i3,"LegalForce RAPC Worldwide, P.C. v. Trademark Engine LLC",1816,99,1826.0
i3,"U.S. Futures Exch., LLC v. Bd. of Trade",1827,100,
i4,Zummo v. City of Chi.,21,1,31.0
i4,HTC Corp. v. Telefonaktiebolaget LM Ericcson,32,2,45.0
i4,In re Restasis (Cyclosporine Ophthalmic Emulsion) Antitrust Litig.,46,3,64.0
i4,"Hu Honua Bioenergy, LLC v. Hawaiian Elec. Indus.",65,4,75.0
i4,Field v. NCAA,76,5,94.0
i4,"Cincinnati Reds, L.L.C. v. Testa",95,6,108.0
i4,Dennis v. JPMorgan Chase & Co.,109,7,202.0
i4,"Herboso v. Pollo Operations, Inc.",203,8,207.0
i4,"CollegeNet, Inc. v. Common Application, Inc.",208,9,227.0
i4,BladeRoom Grp. Ltd. v. Emerson Elec. Co,228,10,233.0
i4,Fields v. McGovern,234,11,237.0
i4,"Marion Diagnostic Ctr., LLC v. Becton, Dickinson, & Co.",238,12,243.0
i4,"Kindred Studio Illustration & Design, LLC v. Elec. Commun. Tech., LLC",244,13,252.0
i4,Wep Transp. Holdings v. Bison Oil & Gas,253,14,262.0
i4,"Deerpoint Grp., Inc. v. Agrigenix, LLC",263,15,296.0
i4,In re Disposable Contact Lens Antitrust,297,16,404.0
i4,Hosp. Auth. of Metro. Gov't of Nashville v. Momenta Pharms. Inc.,405,17,421.0
