pdf,Title,Court,Date,No,page,Court_level,Argued,Decided,Others
h7,State v. MaineHealth,Supreme Judicial Court of Maine,"October 11, 2011, Argued; November 17, 2011, Decided",Docket: BCD-11-285,81,Supreme,2011/10/11,2011/11/17,
h7,"Church & Dwight Co. v. Mayer Labs., Inc.",United States District Court for the Northern District of California,"November 18, 2011, Decided; November 18, 2011, Filed",No. C11-3288 EMC (JSC),88,District,,2011/11/18,2011/11/18
h7,"Church & Dwight Co. v. Mayer Labs., Inc.",United States District Court for the Northern District of California,"November 18, 2011, Decided; November 18, 2011, Filed",No. C10-4429 EMC (JSC),92,District,,2011/11/18,2011/11/18
h7,"Am. Airlines, Inc. v. Travelport Ltd.","United States District Court for the Northern District of Texas, Fort Worth Division","November 21, 2011, Decided; November 21, 2011, Filed",CIVIL ACTION NO. 4:11-CV-244-Y,96,District,,2011/11/21,2011/11/21
h7,In re Wellbutrin SR Antitrust Litig.,United States District Court for the Eastern District of Pennsylvania,"November 21, 2011, Filed",CIVIL ACTION NO. 04-5525,112,District,,,2011/11/21
h7,NAR Apts. LLC v Ippolito,"Supreme Court of New York, New York County","November 21, 2011, Decided; November 22, 2011, Filed",107866/10,122,Supreme,,2011/11/21,2011/11/22
h7,Apple iPod iTunes Antitrust Litig.,"United States District Court for the Northern District of California, San Francisco Division","November 22, 2011, Decided; November 22, 2011, Filed",NO. C 05-00037 JW,126,District,,2011/11/22,2011/11/22
h7,"Procongps, Inc. v. Star Sensor LLC",United States District Court for the Northern District of California,"November 29, 2011, Decided; November 29, 2011, Filed",No. C 11-3975 SI,135,District,,2011/11/29,2011/11/29
h7,"Garon v. eBay, Inc.","United States District Court for the Northern District of California, San Francisco Division","November 30, 2011, Decided; November 30, 2011, Filed",NO. C 10-05737 JW,141,District,,2011/11/30,2011/11/30
h7,Global Truss America LLC v. GLP German Light Prods.,United States District Court for the Central District of California,"December 1, 2011, Decided; December 1, 2011, Filed",CV 11-00168 SJO (SSx),151,District,,2011/12/1,2011/12/01
h7,In re Fresh & Process Potatoes Antitrust Litig.,United States District Court for the District of Idaho,"December 2, 2011, Decided; December 2, 2011, Filed",Case No. 4:10-MD-2186-BLW,168,District,,2011/12/2,2011/12/02
h7,"Kyne v. Ritz-Carlton Hotel Co., L.L.C.",United States District Court for the District of Hawaii,"December 2, 2011, Decided; December 2, 2011, Filed",Civ. No. 08-00530 ACK-RLP,199,District,,2011/12/2,2011/12/02
h7,Lynn v. Friedenthal,"United States District Court for the Central District of California, Western Division","December 2, 2011, Decided; December 2, 2011, Filed",No. CV 09-08717-PSG (VBK),216,District,,2011/12/2,2011/12/02
h7,Lopez v. GMAC Mortg.,United States District Court for the Eastern District of California,"December 5, 2011, Decided; December 5, 2011, Filed",CASE NO. CV F 11-1795 LJO JLT,233,District,,2011/12/5,2011/12/05
h7,New York v. Intel Corp.,United States District Court for the District of Delaware,"December 7, 2011, Decided",Civ. No. 09-827-LPS,252,District,,2011/12/7,
h7,New York v. Intel Corp.,United States District Court for the District of Delaware,"December 7, 2011, Decided",Civ. No. 09-827-LPS,260,District,,2011/12/7,
h7,"Allen v. Dairy Farmers of Am., Inc.",United States District Court for the District of Vermont,"December 9, 2011, Decided; December 9, 2011, Filed",Case No. 5:09-cv-230,265,District,,2011/12/9,2011/12/09
h7,FTC v. Phoebe Putney Health Sys.,United States Court of Appeals for the Eleventh Circuit,"December 9, 2011, Decided",No. 11-12906,282,Appeal,,2011/12/9,
h7,In re Chocolate Confectionary Antitrust Litig.,United States District Court for the Middle District of Pennsylvania,"December 12, 2011, Decided",MDL DOCKET NO. 1935; Civil Action No. 1:08-MDL-1935,292,District,,2011/12/12,
h7,"Bridgeport Harbour Place I, LLC v. Ganim",Supreme Court of Connecticut,"March 15, 2011, Argued; December 13, 2011, Officially Released",SC 18290,306,Supreme,2011/3/15,,2011/12/13
h7,FTC v. Church & Dwight Co.,United States Court of Appeals for the District of Columbia Circuit,"October 11, 2011, Argued; December 13, 2011, Decided",No. 10-5383 Consolidated with 11-5008,319,Appeal,2011/10/11,2011/12/13,
h7,MYD Marine Distrib. v. Int'l Paint Ltd.,"Court of Appeal of Florida, Fourth District","December 14, 2011, Decided",No. 4D10-2833,326,Appeal,,2011/12/14,
h7,"Aguadilla Paint Center, Inc.; CB Gasoline Service Group; Micada de Puerto Rico, Inc., Recurridos v. Esso Standard Oil, Co. (Puerto Rico), Peticionario",Tribunal Supremo De Puerto Rico,15 de diciembre de 2011,CC-2010-1135,335,,,,
h7,In re Int'l Air Transp. Surcharge Antitrust Litig.,United States District Court for the Northern District of California,"December 19, 2011, Decided; December 19, 2011, Filed",No. M 06-01793 CRB,360,District,,2011/12/19,2011/12/19
h7,In re Processed Egg Prods. Antitrust Litig.,United States District Court for the Eastern District of Pennsylvania,"December 19, 2011, Decided; December 20, 2011, Filed",No. 11-cv-3520; MDL No. 2002; 08-md-02002,371,District,,2011/12/19,2011/12/20
h7,"Sullivan v. DB Invs., Inc.",United States Court of Appeals for the Third Circuit,"January 28, 2010, No. 08-2785 Argued, Nos. 08-2784/2798/2799/2818/2819/2831/2881 Submitted Under ThirdCircuit L.A.R. 34.1(a); February 23, 2011, Reargued En Banc; December 20, 2011, Opinion Filed",Nos. 08-2784/2785/2798/2799/2818/2819/2831/2881,382,Appeal,,,"2011/02/23, 2011/12/20"
h7,"Emery v. Wachovia Bank, N.A.","United States District Court for the Southern District of Texas, Houston Division","December 21, 2011, Decided; December 21, 2011, Filed",CIVIL ACTION NO. H-10-2213,451,District,,2011/12/21,2011/12/21
h7,"Havens v. Mobex Network Servs., LLC",United States District Court for the District of New Jersey,"December 22, 2011, Decided; December 22, 2011, Filed",Civ. Action No. 11-993 (KSH),470,District,,2011/12/22,2011/12/22
h7,Metro West Ambulance v. Clark County,United States District Court for the Western District of Washington,"December 22, 2011, Decided; December 22, 2011, Filed",CASE NO. C10-5809RJB,481,District,,2011/12/22,2011/12/22
h7,Layne Christensen Co. v. Bro-Tech Corp.,United States District Court for the District of Kansas,"December 23, 2011, Decided; December 23, 2011, Filed",Case No. 09-2381-JWL,495,District,,2011/12/23,2011/12/23
h7,In re Cox Enters.,United States District Court for the Western District of Oklahoma,"December 28, 2011, Decided; December 28, 2011, Filed",Case No. 09-ML-2048-C,538,District,,2011/12/28,2011/12/28
h7,BanxCorp v. Bankrate Inc.,United States District Court for the District of New Jersey,"December 30, 2011, Filed",Civil Action No. 07-3398 (ES) (CLW),558,District,,,2011/12/30
h7,Deborah Heart & Lung Ctr. v. Penn Presbypyterian Med. Ctr.,United States District Court for the District of New Jersey,"December 30, 2011, Decided; December 30, 2011, Filed",Civil No. 11-1290 (RMB)(KMW),590,District,,2011/12/30,2011/12/30
h7,Smith v. Ebay Corp.,United States District Court for the Northern District of California,"January 5, 2012, Decided; January 5, 2012, Filed",No. C 10-03825 JSW,601,District,,2012/1/5,2012/01/05
h7,"Johns v. Visa U.S.A., Inc. (In re Credit/Debit Card Tying Cases)","Court of Appeal of California, First Appellate District, Division Four","January 9, 2012, Filed","A129672, JCCP No. 4335",611,Appeal,,,2012/01/09
h7,Marchese v. Cablevision Sys. Corp.,United States District Court for the District of New Jersey,"January 9, 2012, Decided; January 9, 2012, Filed",Civil Action No.: 10-2190 (JLL),624,District,,2012/1/9,2012/01/09
h7,"Universal Grading Serv. v. eBay, Inc.","United States District Court for the Northern District of California, San Jose Division","January 9, 2012, Decided; January 9, 2012, Filed",No. C-09-2755 RMW,650,District,,2012/1/9,2012/01/09
h7,"It's My Party, Inc. v. Live Nation, Inc.",United States District Court for the District of Maryland,"January 10, 2012, Decided; January 10, 2012, Filed",Civil No. JFM-09-547,660,District,,2012/1/10,2012/01/10
h7,Jeske v. Maxim Healthcare Servs.,United States District Court for the Eastern District of California,"January 10, 2012, Decided; January 10, 2012, Filed",CASE NO. CV F 11-1838 LJO JLT,663,District,,2012/1/10,2012/01/10
h7,"Editorial Caballero, S.A. de C.V. v. Playboy Enters.","Court of Appeals of Texas, Thirteenth District, Corpus Christi - Edinburg","January 12, 2012, Delivered; January 12, 2012, Filed",NUMBER 13-10-00586-CV,682,Appeal,,,"2012/01/12, 2012/01/12"
h7,Messner v. Northshore Univ. HealthSystem,United States Court of Appeals for the Seventh Circuit,"February 8, 2011, Argued; January 13, 2012, Decided",No. 10-2514,704,Appeal,2011/2/8,2012/1/13,
h7,"Elec. Contrs., Inc. v. Dep't of Educ.",Supreme Court of Connecticut,"September 6, 2011, Argued; January 17, 2012, Officially Released",SC 18525,726,Supreme,2011/9/6,,2012/01/17
h7,Altman v. PNC Mortg.,United States District Court for the Eastern District of California,"January 19, 2012, Decided; January 20, 2012, Filed",CASE NO. CV F 11-1807 LJO MJS,769,District,,2012/1/19,2012/01/20
h7,Cohlmia v. St. John Med. Ctr.,United States District Court for the Northern District of Oklahoma,"January 20, 2012, Decided; January 20, 2012, Filed",Case No. 05-CV-384-GKF-TLW,791,District,,2012/1/20,2012/01/20
h7,"Animal Sci. Prods., Inc. v. Hebei Welcome Pharm. Co. (In re Vitamin C Antitrust Litig.)",United States District Court for the Eastern District of New York,"January 25, 2012, Decided; January 26, 2012, Filed",06-MD-1738 (BMC) (JO); 05-CV-0453,806,District,,2012/1/25,2012/01/26
h7,"Xilinx, Inc. v. Intellectual Ventures I LLC",United States District Court for the Northern District of California,"January 25, 2012, Decided; January 25, 2012, Filed",No. C 11-0671 SI; No. C 11-4407 SI,837,District,,2012/1/25,2012/01/25
h7,McCoy v. Gamesa Tech. Corp.,"United States District Court for the Northern District of Illinois, Eastern Division","January 26, 2012, Decided; January 26, 2012, Filed",11 C 592,846,District,,2012/1/26,2012/01/26
h7,Cellco P'ship v. Hope,United States District Court for the District of Arizona,"January 30, 2012, Decided; January 30, 2012, Filed",No. CV11-0432-PHX-DGC,855,District,,2012/1/30,2012/01/30
h7,In re Ciprofloxin Hydrochloride Antitrust Litig.,United States District Court for the Eastern District of New York,"January 30, 2012, Decided; January 31, 2012, Filed",Case No. 00-MDL-1383 (FB),874,District,,2012/1/30,2012/01/31
h7,Lample v. Cal. Physicians' Serv.,"Court of Appeal of California, Second Appellate District, Division Seven","January 30, 2012, Filed",B231849,883,Appeal,,,2012/01/30
h7,"Retail Imaging Mgmt. Group, LLC v. Fujifilm N. Am. Corp.","United States District Court for the District of Oregon, Portland Division","January 30, 2012, Decided; January 30, 2012, Filed",Case No.: 3:11-cv-01242-S1,897,District,,2012/1/30,2012/01/30
h7,Schatz v. Cellco P'ship,United States District Court for the Southern District of New York,"January 31, 2012, Decided; February 3, 2012, Filed",10 Civ. 5414 (RJH),907,District,,2012/1/31,2012/02/03
h7,Italian Colors Rest. v. Am. Express Travel Related Servs. Co. (In re Am. Express Merchs. Litig.),United States Court of Appeals for the Second Circuit,"December 10, 2007, Argued; February 1, 2012, Decided",Docket No. 06-1871-cv,926,Appeal,2007/12/10,2012/2/1,
h7,In re Delta/AirTran Baggage Fee Antitrust Litig.,"United States District Court for the Northern District of Georgia, Atlanta Division","February 3, 2012, Decided; February 3, 2012, Filed",CIVIL ACTION FILE NUMBER 1:09-md-2089-TCB,944,District,,2012/2/3,2012/02/03
h7,In re Photochromic Lens Antitrust Litig.,"United States District Court for the Middle District of Florida, Tampa Division","February 7, 2012, Decided; February 7, 2012, Filed",MDL Case No.: 8:10-MD-2173-T-27EAJ,972,District,,2012/2/7,2012/02/07
h7,"Stroh Ranch Dev., LLC v. Cherry Creek S. Metro. Dist. No. 2",United States District Court for the District of Colorado,"February 7, 2012, Decided; February 7, 2012, Filed",Civil Action No. 10-cv-02216-WJM-KLM,981,District,,2012/2/7,2012/02/07
h7,GMA Cover Corp. v. Saab Barracuda LLC,"United States District Court for the Eastern District of Michigan, Southern Division","February 8, 2012, Decided; February 8, 2012, Filed",CASE NO. 4:10-CV-12060,986,District,,2012/2/8,2012/02/08
h7,"Ross v. Bank of Am., N.A. (USA) (In re Currency Conversion Fee Antitrust Litig.)",United States District Court for the Southern District of New York,"February 8, 2012, Decided; February 8, 2012, Filed",05 Civ. 7116 (WHP),1001,District,,2012/2/8,2012/02/08
h7,Free Freehand Corp. v. Adobe Sys.,"United States District Court for the Northern District of California, San Jose Division","February 10, 2012, Decided; February 10, 2012, Filed",Case No.: 11-CV-02174-LHK,1013,District,,2012/2/10,2012/02/10
h7,"Coffee.org, Inc v. Green Mountain Coffee Roasters, Inc.","United States District Court for the Western District of Arkansas, Fort Smith Division","February 15, 2012, Decided; February 15, 2012, Filed",Case No. 2:11-CV-02031,1027,District,,2012/2/15,2012/02/15
h7,"Gold Refinery, LLC v. Aloha Island Gold, LLC",United States District Court for the District of Hawaii,"February 15, 2012, Decided; February 15, 2012, Filed",CIVIL NO. 11-00522 SOM-RLP,1035,District,,2012/2/15,2012/02/15
h7,In re TFT-LCD (Flat Panel) Antitrust Litig.,United States District Court for the Northern District of California,"February 21, 2012, Decided; February 21, 2012, Filed",No. M 07-1827 SI; MDL No. 1827,1046,District,,2012/2/21,2012/02/21
h7,"MGA Entm't, Inc. v. Mattel, Inc.","United States District Court for the Central District of California, Southern Division","February 21, 2012, Decided; February 21, 2012, Filed",Case No.: SACV 11-01063 DOC(RNBx),1062,District,,2012/2/21,2012/02/21
h7,VIBO Corp. v. Conway,United States Court of Appeals for the Sixth Circuit,"October 6, 2011, Argued; February 22, 2012, Decided; February 22, 2012, Filed",File Name: 12a0050p.06,1079,Appeal,2011/10/6,2012/2/22,2012/02/22
h7,"Dumas Towing, LLC v. DeArmond","United States District Court for the Northern District of Texas, Amarillo Division","February 24, 2012, Decided; February 24, 2012, Filed",2:11-CV-121-J,1096,District,,2012/2/24,2012/02/24
h7,Guinn v. Mount Carmel Health,"United States District Court for the Southern District of Ohio, Eastern Division","February 27, 2012, Decided; February 27, 2012, Filed",Case No. 2:09-cv-226,1101,District,,2012/2/27,2012/02/27
h7,"Am. Airlines, Inc. v. Travelport Ltd.","United States District Court for the Northern District of Texas, Fort Worth Division","February 28, 2012, Decided; February 28, 2012, Filed",CIVIL ACTION NO. 4:11-CV-244-Y,1116,District,,2012/2/28,2012/02/28
h7,"Church & Dwight Co. v. Mayer Labs., Inc.",United States District Court for the Northern District of California,"March 1, 2012, Decided; April 12, 2012, Filed",No. C-10-4429 EMC,1121,District,,2012/3/1,2012/04/12
h7,"Shirokov v. Dunlap, Grubb & Weaver PLLC",United States District Court for the District of Massachusetts,"March 1, 2012, Decided; March 1, 2012, Filed",Civil Action No. 10-12043-GAO,1157,District,,2012/3/1,2012/03/01
h7,White v. Fannie Mae,United States District Court for the Central District of California,"March 1, 2012, Decided; March 1, 2012, Filed",CV 12-00017-RGK (Ex),1190,District,,2012/3/1,2012/03/01
h7,Carrier Corp. v. Outokumpu Oyj,United States Court of Appeals for the Sixth Circuit,"October 13, 2009, Argued; March 2, 2012, Decided; March 2, 2012, Filed",File Name: 12a0065p.06,1195,Appeal,2009/10/13,2012/3/2,2012/03/02
h7,"Select Comfort Corp. v. Sleep Better Store, LLC",United States District Court for the District of Minnesota,"March 2, 2012, Decided; March 2, 2012, Filed",Civil No. 11-621 (JNE/JSM),1216,District,,2012/3/2,2012/03/02
h7,"Asahi Kasei Pharma Corp. v. CoTherix, Inc.","Court of Appeal of California, First Appellate District, Division Five","March 5, 2012, Filed",A129146,1228,Appeal,,,2012/03/05
