pdf,Title,Court,Date,No,page
D:/antitrust/Data 1/testing\c6.pdf,"Michelson v. Merrill Lynch, Pierce, Fenner & Smith, Inc.",United States District Court for the Southern District of New York,"March 28, 1989, Decided ;  March 28, 1989, Filed",No. 83 Civ. 8898(MEL),1188
D:/antitrust/Data 1/testing\c6.pdf,Cohen v. Primerica Corp.,United States District Court for the Eastern District of New York,"March 29, 1989, Decided",No. CV 88-3331,1202
D:/antitrust/Data 1/testing\c6.pdf,Thompson v. Kennickell,United States District Court for the District of Columbia,"March 30, 1989, Decided",Civil No. 74-1101 (CRR),1209
D:/antitrust/Data 1/testing\c6.pdf,Acuson Corp. v. Aloka Co.,"Court of Appeal of California, Sixth Appellate District","April 5, 1989 ; April 5, 1989",No. H004601.,1218
D:/antitrust/Data 1/testing\c6.pdf,"Red Wing Shoe Co. v. Shearer's, Inc.","Court of Civil Appeals of Texas, First District, Houston",6-Apr-89,No. 01-88-00943-CV,1234
D:/antitrust/Data 1/testing\c6.pdf,"Thillens, Inc. v. Fryzel","United States District Court for the Northern District of Illinois, Eastern Division","April 7, 1989, Decided",No. 88 C 7714,1242
D:/antitrust/Data 1/testing\c6.pdf,Albanese v. City Federal Sav. & Loan Asso.,United States District Court for the District of New Jersey,"April 11, 1989, Decided","85-0915 (SSB), 85-0946 (SSB)",1253
D:/antitrust/Data 1/testing\c6.pdf,In re Lower Lake Erie Iron Ore Antitrust Litigation,United States District Court for the Eastern District of Pennsylvania,"April 12, 1989, Decided",Master File No. MDL 587,1260
D:/antitrust/Data 1/testing\c6.pdf,California v. Chevron Corp.,United States Court of Appeals for the Ninth Circuit,"October 4, 1988, Argued and Submitted ; April 17, 1989, Filed","Nos. 87-6300, 87-6629, 87-6301, 87-6628",1266
D:/antitrust/Data 1/testing\c6.pdf,City of Long Beach v. Standard Oil Co.,United States Court of Appeals for the Ninth Circuit,"October 4, 1988, Argued and Submitted ; April 17, 1989, Filed","Nos. 86-5859, 86-5860",1275
D:/antitrust/Data 1/testing\c6.pdf,California v. ARC America Corp.,Supreme Court of the United States,"February 27, 1989, Argued ; April 18, 1989, Decided",No. 87-1862,1286
D:/antitrust/Data 1/testing\c7.pdf,"Goodman v. Acme Markets, Inc.",United States District Court for the Eastern District of Pennsylvania,"April 21, 1989, Filed and Entered",Civil Action No. 88-6447,21
D:/antitrust/Data 1/testing\c7.pdf,"Aurora Cable Communications, Inc. v. Jones Intercable, Inc.","United States District Court for the Western District of Michigan, Southern Division","April 25, 1989, Decided ; April 26, 1989, Filed",No. M87-183-CA2,29
D:/antitrust/Data 1/testing\c7.pdf,Marano Truck Rental v. Teamsters Local No. 500,United States District Court for the Eastern District of Pennsylvania,"May 8, 1989, Decided, Filed and Entered",Civil Action No. 87-2492,36
D:/antitrust/Data 1/testing\c7.pdf,"Stephen Jay Photography, Ltd. v. Olan Mills, Inc.","United States District Court for the Eastern District of Virginia, Norfolk Division","May 8, 1989, Decided",Civil Action No. 88-690-N,42
D:/antitrust/Data 1/testing\c7.pdf,"Johnston Dev. Group, Inc. v. Carpenters Local Union No. 1578",United States District Court for the District of New Jersey,"May 10, 1989, Decided ;  May 10, 1989, Filed",Civil Action No. 89-566 (SSB),54
D:/antitrust/Data 1/testing\c7.pdf,Illinois Bell Tel. Co. v. Haines & Co.,"United States District Court for the Northern District of Illinois, Eastern Division","May 11, 1989, Decided",No. 85 C 7644,72
D:/antitrust/Data 1/testing\c7.pdf,"Disenos Artisticos E Industriales, S.A. v. Work",United States District Court for the Eastern District of New York,"May 15, 1989, Decided","Nos. 83 Civ. 4149, 84 Civ. 1964 (consolidated)",85
D:/antitrust/Data 1/testing\c7.pdf,Ashland Oil v. Arnett,United States Court of Appeals for the Seventh Circuit,"April 13, 1988, Argued ; May 16, 1989, Decided","Nos. 87-2139, 87-2140, 87-2198",90
D:/antitrust/Data 1/testing\c7.pdf,"Pacesetter Communs. Corp. v. Solin & Breindel, P. C.","Supreme Court of New York, Appellate Division, First Department",18-May-89,No Number in Original,107
D:/antitrust/Data 1/testing\c7.pdf,"Tennessean Truckstop, Inc. v. NTS, Inc.",United States Court of Appeals for the Sixth Circuit,"August 12, 1988, Argued ; May 19, 1989, Decided ; May 19, 1989, Filed",No. 87-6016,111
D:/antitrust/Data 1/testing\c7.pdf,305 East 24th Owners Corp. v. Parman Co.,United States District Court for the Southern District of New York,"May 30, 1989, Decided ; June 2, 1989, Filed",No. 85 Civ. 3788 (KMW),117
D:/antitrust/Data 1/testing\c7.pdf,Saratoga Sav. & Loan Asso. v. Federal Home Loan Bank,United States District Court for the Northern District of California,"May 30, 1989, Decided ; May 30, 1989, Filed",No. C 88-20656 (SW),132
D:/antitrust/Data 1/testing\c7.pdf,Klein v. Oakland Raiders,"Court of Appeal of California, Fourth Appellate District, Division One",31-May-89,No. D006262,143
D:/antitrust/Data 1/testing\c7.pdf,"Bascom Food Products Corp. v. Reese Finer Foods, Inc.",United States District Court for the District of New Jersey,"June 1, 1989, Decided ; June 1, 1989, Filed",Civil Action No. 89-1138,159
D:/antitrust/Data 1/testing\c7.pdf,In re Panasonic Consumer Electronics Products Antitrust Litigation,United States District Court for the Southern District of New York,"June 5, 1989, Decided and Filed",No. 89 Civ. 0368 (SWK),191
D:/antitrust/Data 1/testing\c7.pdf,"Palmer v. BRG of Georgia, Inc.",United States Court of Appeals for the Eleventh Circuit,7-Jun-89,No. 87-8804,194
D:/antitrust/Data 1/testing\c7.pdf,Conceptual Eng'g Assocs. v. Aelectronic Bonding,United States District Court for the District of Rhode Island,"June 8, 1989, Decided",C.A No. 84-0054 P,221
D:/antitrust/Data 1/testing\c7.pdf,"Clonlara, Inc. v. Runkel","United States District Court for the Eastern District of Michigan, Southern Division","June 9, 1989, Decided",Civil Action No. 86-CV-75439-DT,239
D:/antitrust/Data 1/testing\c7.pdf,"Kenosha Liquor Co. v. Heublein, Inc.",United States District Court for the Eastern District of Wisconsin,"June 9, 1989, Decided and Filed",Civil Action No. 87-C-987,274
D:/antitrust/Data 1/testing\c7.pdf,"H.L. Hayden Co. v. Siemens Medical Systems, Inc.",United States Court of Appeals for the Second Circuit,"June 10, 1988, Argued ; June 12, 1989, Decided","Nos. 88-7109, 88-7113, 88-7127",277
D:/antitrust/Data 1/testing\c7.pdf,"Michael Halebian N.J., Inc. v. Roppe Rubber Corp.",United States District Court for the District of New Jersey,"June 12, 1989, Decided",Civil Action No. 87-3919 (HAA),303
D:/antitrust/Data 1/testing\c7.pdf,"Northwest Medical Laboratories, Inc. v. Blue Cross & Blue Shield, Inc.",Court of Appeals of Oregon,"December 9, 1988, Argued and submitted ; June 14, 1989",CA No. A46938,326
D:/antitrust/Data 1/testing\c7.pdf,Mid-State Fertilizer Co. v. Exchange Nat'l Bank,United States Court of Appeals for the Seventh Circuit,"April 18, 1989, Argued ; June 19, 1989, Decided",No. 88-2532,338
D:/antitrust/Data 1/testing\c7.pdf,Ritchie v. Carvel Corp.,United States District Court for the Southern District of New York,"June 20, 1989, Decided ; June 21, 1989, Filed",No. 87 Civ. 8856(PNL),349
D:/antitrust/Data 1/testing\c7.pdf,"International Raw Materials, Ltd. v. Stauffer Chemical Co.",United States District Court for the Eastern District of Pennsylvania,"June 22, 1989, Decided ; June 22, 1989, Filed",Civil Action No. 87-7541,358
D:/antitrust/Data 1/testing\c7.pdf,Browning-Ferris Indus. v. Kelco Disposal,Supreme Court of the United States,"April 18, 1989, Argued ; June 26, 1989, Decided",No. 88-556,366
D:/antitrust/Data 1/testing\c7.pdf,Drury Inn-Colorado Springs v. Olive Co.,United States Court of Appeals for the Tenth Circuit,26-Jun-89,No. 88-1185,398
D:/antitrust/Data 1/testing\c7.pdf,"Monarch Entertainment Bureau, Inc. v. New Jersey Highway Authority",United States District Court for the District of New Jersey,"June 26, 1989, Decided ; June 27, 1989, Filed",Civil Action No. 88-3161,403
D:/antitrust/Data 1/testing\c7.pdf,"Sinkwich v. Texaco Refining & Marketing, Inc.","United States District Court for the Middle District of Georgia, Athens Division","June 28, 1989, Decided ; June 28, 1989, Filed",C. A. No. 86-59-ATH (WDO),417
D:/antitrust/Data 1/testing\c7.pdf,"South Dakota v. Kansas City Southern Industries, Inc.",United States Court of Appeals for the Eighth Circuit,"December 13, 1988, Submitted ; June 29, 1989, Filed","Nos. 88-2158, 88-5375, 88-5422",431
D:/antitrust/Data 1/testing\c7.pdf,King v. G.D. Van Wagenen Co.,"United States District Court for the District of Minnesota, Fourth Division","July 5, 1989, Decided",Civil No. 4-86-461,448
D:/antitrust/Data 1/testing\c7.pdf,"Parkway Gallery Furniture, Inc. v. Kittinger/Pennsylvania House Group, Inc.",United States Court of Appeals for the Fourth Circuit,"December 8, 1988, Argued ; July 5, 1989, Decided",No. 88-1100,466
D:/antitrust/Data 1/testing\c7.pdf,Smith Machinery Co. v. Hesston Corp.,United States Court of Appeals for the Tenth Circuit,7-Jul-89,No. 87-1597,474
D:/antitrust/Data 1/testing\c7.pdf,Gonzalez v. St. Margaret's House Hous. Dev. Fund Corp.,United States Court of Appeals for the Second Circuit,"June 7, 1989, Argued ; July 13, 1989, Decided","Nos. 89-7002, 89-7030",486
D:/antitrust/Data 1/testing\c7.pdf,Maislin Indus. v. Primary Steel,United States Court of Appeals for the Eighth Circuit,"January 11, 1989, Submitted ; July 17, 1989, Filed",No. 88-2267,493
D:/antitrust/Data 1/testing\c7.pdf,"Twin Laboratories, Inc. v. Weider Health & Fitness",United States District Court for the Southern District of New York,"July 21, 1989, Decided and Filed",No. 89 Civ. 0949 (MBM),502
D:/antitrust/Data 1/testing\c7.pdf,Bi-Rite Oil Co. v. Indiana Farm Bureau Coop. Asso.,"United States District Court for the Southern District of Indiana, Indianapolis Division","July 25, 1989, Decided",Cause No. IP 84-259-C,511
D:/antitrust/Data 1/testing\c7.pdf,"United States v. Loew's, Inc.",United States Court of Appeals for the Second Circuit,"May 16, 1989, Argued ; August 3, 1989, Decided","No. 89-6012, 89-6034",528
D:/antitrust/Data 1/testing\c7.pdf,"A.A. Poultry Farms, Inc. v. Rose Acre Farms, Inc.",United States Court of Appeals for the Seventh Circuit,"December 5, 1988, Argued ; August 4, 1989, Decided",No. 88-1426,534
D:/antitrust/Data 1/testing\c7.pdf,"J. F. Feeser, Inc. v. Serv-A-Portion, Inc.",United States District Court for the Middle District of Pennsylvania,"August 4, 1989, Decided and Filed",Civil Action No. 85-0684,547
D:/antitrust/Data 1/testing\c7.pdf,Carlock v. Pillsbury Co.,"United States District Court for the District of Minnesota, Fourth Division","August 8, 1989, Decided","Civil Nos. 4-87-517, 4-87-586",564
D:/antitrust/Data 1/testing\c7.pdf,Consolidated Gas Co. v. City Gas Co.,United States Court of Appeals for the Eleventh Circuit,10-Aug-89,No. 87-6108,642
D:/antitrust/Data 1/testing\c7.pdf,Owens v. Pepsi Cola Bottling Co.,Court of Appeals of North Carolina,"December 12, 1988, Heard in the Court of Appeals ; August 15, 1989, Filed",No. 8825SC590,650
D:/antitrust/Data 1/testing\c7.pdf,McCarter v. Mitcham,United States Court of Appeals for the Third Circuit,"February 6, 1989, Argued ; August 16, 1989, Filed",No. 88-3654,658
D:/antitrust/Data 1/testing\c7.pdf,"Fischer v. NWA, Inc.",United States Court of Appeals for the Eighth Circuit,"March 13, 1989, Submitted ; August 17, 1989, Filed",No. 88-5258,674
D:/antitrust/Data 1/testing\c7.pdf,"Ocean State Physicians Health Plan, Inc. v. Blue Cross & Blue Shield",United States Court of Appeals for the First Circuit,21-Aug-89,No. 88-1851,691
D:/antitrust/Data 1/testing\c7.pdf,California v. American Stores Co.,Supreme Court of the United States,22-Aug-89,"Nos. A-151, 89-258",708
D:/antitrust/Data 1/testing\c7.pdf,Opdyke Inv. Co. v. Detroit,United States Court of Appeals for the Sixth Circuit,"May 6, 1988, Argued ; August 25, 1989, Decided ; August 25, 1989, Filed",No. 86-1843,714
D:/antitrust/Data 1/testing\c7.pdf,"Sewell Plastics, Inc. v. Coca-Cola Co.","United States District Court for the Western District of North Carolina, Charlotte Division","August 25, 1989, Decided ;  August 25, 1989, Filed",No. C-C-86-363-M,727
D:/antitrust/Data 1/testing\c7.pdf,"Dielectric Laboratories, Inc. v. American Technical Ceramics",United States District Court for the Eastern District of New York,"August 28, 1989, Decided",No. 79 Civ. 1345,767
D:/antitrust/Data 1/testing\c7.pdf,"Regency Oldsmobile, Inc. v. General Motors Corp.",United States District Court for the District of New Jersey,"August 28, 1989, Decided ; August 28, 1989, Filed",Civil Action No. 87-314,783
D:/antitrust/Data 1/testing\c7.pdf,"Les Shockley Racing, Inc. v. National Hot Rod Asso.",United States Court of Appeals for the Ninth Circuit,"June 8, 1989, Argued and Submitted ; September 6, 1989, Filed","Nos. 88-5748, 88-5789",815
D:/antitrust/Data 1/testing\c7.pdf,"International Logistics Group, Ltd. v. Chrysler Corp.",United States Court of Appeals for the Sixth Circuit,"March 23, 1989, Argued ; September 7, 1989, Decided ; September 7, 1989, Filed",No. 88-1610,823
D:/antitrust/Data 1/testing\c7.pdf,Colorado Interstate Gas Co. v. Natural Gas Pipeline Co.,United States Court of Appeals for the Tenth Circuit,11-Sep-89,"Nos. 87-2109, 87-2123",833
D:/antitrust/Data 1/testing\c7.pdf,"Balmoral Cinema, Inc. v. Allied Artists Pictures Corp.",United States Court of Appeals for the Sixth Circuit,"September 13, 1989, Decided ; September 13, 1989, Filed",No. 87-6094,849
D:/antitrust/Data 1/testing\c7.pdf,"First Comics, Inc. v. World Color Press, Inc.",United States Court of Appeals for the Seventh Circuit,"June 12, 1989, Argued ; September 19, 1989, Decided","Nos. 88-2731, 88-2745",854
D:/antitrust/Data 1/testing\c7.pdf,Ball Corp. v. Xidex Corp.,United States District Court for the District of Colorado,"September 21, 1989, Decided; September 21, 1989, Filed",Civil Action No. 88-F-1091,865
D:/antitrust/Data 1/testing\c7.pdf,"Verson Wilkins, Ltd. v. Allied Products Corp.","United States District Court for the Northern District of Illinois, Eastern Division","September 21, 1989, Decided",No. 87 C 5325,878
D:/antitrust/Data 1/testing\c7.pdf,Young v. Lehigh Corp.,"United States District Court for the Northern District of Illinois, Eastern Division","September 26, 1989, Decided",No. 80 C 4376,901
D:/antitrust/Data 1/testing\c7.pdf,"Colorado Springs Bd. of Realtors, Inc. v. State",Supreme Court of Colorado,2-Oct-89,No. 87SC286,933
D:/antitrust/Data 1/testing\c7.pdf,Deem v. Lockheed Corp.,United States District Court for the Southern District of New York,"October 6, 1989, Decided ; October 6, 1989, Filed",No. 87 Civ. 7017 (JMC),939
D:/antitrust/Data 1/testing\c7.pdf,In re Insurance Antitrust Litigation,United States District Court for the Northern District of California,10-Oct-89,MDL No. 767,954
D:/antitrust/Data 1/testing\c7.pdf,Finnegan v. Campeau Corp.,United States District Court for the Southern District of New York,"October 17, 1989, Decided ;  October 18, 1989, Filed",No. 89 Civ. 1130 (CSH),988
D:/antitrust/Data 1/testing\c7.pdf,In re Wirebound Boxes Antitrust Litig.,"United States District Court for the District of Minnesota, Fourth Division","October 17, 1989, Decided",Master File No. MDL-793,993
D:/antitrust/Data 1/testing\c7.pdf,"Jack's Cookie Co. v. Du-Bro Foods, Inc.","Civil Court of the City of New York, Queens County",23-Oct-89,No Number in Original,1000
D:/antitrust/Data 1/testing\c7.pdf,"R.C. Dick Geothermal Corp. v. Thermogenics, Inc.",United States Court of Appeals for the Ninth Circuit,"May 12, 1988, Argued En Banc and Submitted - San Francisco, California ; October 24, 1989, Filed","Nos. 85-2573, 85-2589",1007
D:/antitrust/Data 1/testing\c7.pdf,Wildenauer v. Blue Cross & Blue Shield,"United States District Court for the District of Minnesota, Third Division","October 31, 1989, Decided ;  October 31, 1989, Filed",Civil File No. 3-88-0134,1033
D:/antitrust/Data 1/testing\c7.pdf,"City Communications, Inc. v. Detroit",United States Court of Appeals for the Sixth Circuit,"August 15, 1989, Argued ; November 1, 1989, Decided ; November 1, 1989, Filed","Nos. 88-1965, 88-2138",1039
D:/antitrust/Data 1/testing\c7.pdf,Powell v. National Football League,United States Court of Appeals for the Eighth Circuit,1-Nov-89,No. 89-5091,1052
